cluster_id,cluster_size,cluster_content,center
533,12,fuseWith(2) withFluctuating(1) isDueToFusionOf(1) condensesWith(1) expandsAndPushesTogether(1) fuses(1) beginsToFuseAt(1) fuseToForm(1) infuse(1) beganToFuseAt(1) fusesWith(1),fusesWith
534,6,alters(5) anchors(1),alters
535,7,hasAdverseEffects(6) adverselyAffects(1),hasAdverseEffects
536,8,correlateWith(2) correlatesWith(1) isInAccordanceWith(1) nearlyCoincidesWith(1) haveNegativeCorrelationWith(1) correlatesBestWith(1) isCorrelatedWith(1),correlatesWith
537,18,areWithin(2) isOnEitherSideOf(1) isUsuallySeenWithin(1) isFrequentlyLostWithin(1) isNormallyFoundInTheFormOf(1) usuallySubsidesWithin(1) usuallyAppearWithin(1) isSeenProtrudingOutOf(1) isAchievedWithin(1) isPracticedWithin(1) hasRarestSiteIn(1) areDistributedThroughout(1) areUsedInCasesWhere(1) placesBothOfTheSubjectSHeelsInto(1) areListedWithin(1) appearsDifferentUnderVaryingLightConditions(1) accomplishedWithin(1),isUsuallySeenWithin
538,6,canPrecipitate(3) precipitates(2) precipitate(1),precipitate
539,26,isResponsibleFor(24) isResponsiveTo(1) notResponsibleFor(1),isResponsibleFor
540,10,isDependentOn(5) areDependentOn(2) doesnTDependOn(1) developmentOfGranulesDependentOn(1) isPrimarilyDependentOn(1),areDependentOn
541,7,launchedIn(4) worksIn(2) wasLaunchedIn(1),launchedIn
542,2,close(2),close
543,14,areFoundOn(8) areFoundParticularlyOn(1) usuallyFoundOn(1) areOff(1) areFoundMainlyOn(1) areFoundOnlyOn(1) foundOn(1),areFoundOnlyOn
544,14,exploitsDifferencesIn(3) differsFrom(1) differFrom(1) helpDistinguish(1) diffuseInto(1) diffusesTo(1) canDiffuseThrough(1) diffusesThrough(1) producesContrastIn(1) mightDifferFrom(1) distinguishAmong(1) isDifferentFrom(1),differsFrom
545,12,undergoes(4) undergo(3) hasUndergone(1) haveUndergone(1) havingUndergone(1) frequentlyUndergo(1) cannotUndergo(1),haveUndergone
546,11,canBeDetectedBy(2) detectedAfter(1) detectedAmongst(1) isDetectedAt(1) wereDetectedDuring(1) areDetectedBy(1) detectedBy(1) canBeDetectedWith(1) isDetectedOn(1) isDetectedToHave(1),areDetectedBy
547,11,doesNotRequire(5) doNotNeed(1) doNotRequire(1) doesNotNecessarilyWarrant(1) doNotSupport(1) requiresNoDoseModificationFor(1) mustRegister(1),doesNotRequire
548,10,locatedOn(4) locatedIn(3) inCns(1) advancesLocally(1) where(1),locatedIn
549,16,isTheNameOf(2) isThe(2) isTheOtherNameOf(1) isTheBasisFor(1) isNamed(1) isTheDoseOf(1) isForTheYear(1) usedInTheDeterminationOf(1) isGeneFor(1) isTheMCSiteFor(1) isByMeansOf(1) isNotableFor(1) isTheTermFor(1) isTheAnswer(1),isTheNameOf
550,5,separates(4) splits(1),separates
551,11,isIdentifiedWith(2) isToIdentifyOrExclude(1) usedToIdentify(1) areUsefulInIdentifying(1) areIdentifiedBy(1) isRecommendedToIdentify(1) canBeIdentifiedIn(1) allowsIdentificationOf(1) accuratelyIdentify(1) areEffectiveInIdentificationOf(1),canBeIdentifiedIn
552,6,advocates(4) support(1) considers(1),advocates
553,11,isTheMostImportantCauseOf(2) isTheCauseOf(2) isTheReasonFor(1) causeCariesDueTo(1) isCauseOf(1) areNotTheCauseOf(1) isThePrimaryCauseOf(1) isTheOnlyCauseOf(1) isUnlikelyToCause(1),isTheOnlyCauseOf
554,6,playsARoleIn(3) hasARoleIn(1) playARoleIn(1) wasPlaying(1),playARoleIn
555,7,mayHave(4) mayAlsoHave(1) mustHaveBeen(1) apparentlyHave(1),mayAlsoHave
556,19,hasSideEffect(9) sideEffect(4) isASideEffectOf(2) isAVeryCommonSideEffectOf(1) sideEffectIs(1) isASideEffect(1) isNotASideEffectOf(1),isASideEffectOf
557,9,isBloodSchizontocidal(2) isSchizontocidalFor(2) isPrimaryBloodSchizontocidal(1) isActiveAgainstBloodSchizontsOf(1) isSchizontocidalTo(1) hasStrongSchizontocidalActionAgainst(1) hasWeakSchizontocidalActionAgainst(1),isSchizontocidalFor
558,10,isTransportedBy(2) isRequiredForTransportBy(1) isTransportedAcross(1) isTransportedIn(1) wasImportedBy(1) wasImportedFrom(1) shouldBeTransportedIn(1) transportFormIs(1) isTranslocatedTo(1),isTransportedIn
559,8,isUsuallyInjectedIntoSubcutaneousTissuesOf(4) abdominalPalpitationOrVaginalExaminationMayBeHelpfulToIdentify(1) contralateralHemiscrotum(1) isAnAlternativeToTracheostomyIn(1) isUsedBeforeAndDuringSurgeryToBlock(1),isUsuallyInjectedIntoSubcutaneousTissuesOf
560,10,isDeterminedBy(5) canBeVariedBy(2) canBeDetermined(1) canBeDeterminedBy(1) willPrimarilyDetermine(1),canBeDeterminedBy
561,12,connectsWith(3) coordinatedWith(2) crossReactsWith(2) connectWith(2) resolveWith(1) providesCommunicationBetween(1) isFromDirectConnectionWith(1),connectWith
562,8,wheezeAndCrackles(1) rushesTo(1) hasACentrifugalRashThatStartsFrom(1) rashLaterBecomes(1) rashMovesTo(1) rashInitiallyIs(1) rashInvolves(1) rashBeginsOn(1),rashLaterBecomes
563,10,escapesThrough(2) shapes(1) excretes(1) encompasses(1) escapes(1) empowers(1) evokes(1) evoke(1) examines(1),escapes
564,16,isSuspectedIn(5) shouldBeSuspectedWhenever(2) isBeingInvestigatedFor(2) isTotalInstillationToArrest(1) isCulturedIn(1) isLikelyToBeDefectiveIn(1) shouldSuspect(1) shouldBeSuspectedIn(1) isDilutedIn(1) isContradictedIn(1),shouldBeSuspectedIn
565,7,isCheckedIn(2) areCheckedFor(1) shouldCheck(1) isCheckedBy(1) needsToBeCheckedFor(1) shouldBeCheckedEvery(1),shouldBeCheckedEvery
566,7,interferesWith(3) interfereWith(1) areInterferingWith(1) probablyInterfereWith(1) interactWith(1),interfereWith
567,7,establishes(4) enables(3),enables
568,6,hasColor(2) isNoBlueStainAnywhereOn(1) theMethyleneBlueDyeStains(1) hasClearanceOnMargins(1) blueBlackSpotsAreSeenOn(1),isNoBlueStainAnywhereOn
569,11,hasNormal(2) returnsToNormalIn(1) produceNormalAmountsOf(1) haveNormal(1) mayBeNormalIn(1) isNormalTill(1) isTheFirstTestToBecomeAbnormalInCaseOf(1) normallySignals(1) normallyHas(1) definesNormalTermForDeliveryAs(1),haveNormal
570,13,isCalculatedAs(2) shouldBeCalculated(1) beginToCalcify(1) calculatedBy(1) isCalculatedIn(1) isCalculatedUsing(1) isCalculatedToKnowTheValueOf(1) isRoughlyCalculatedBy(1) isCalculatedAccordingTo(1) toGetCorrectedEddSubtract7Days2821With(1) isCalculatedBy(1) canBeCalculatedByCombining(1),isCalculatedBy
571,16,revealed(16),revealed
572,8,hasIncubationPeriod(7) occurInThePeriodStartingFrom(1),hasIncubationPeriod
573,4,storageTemperatureIs(3) storageFormIs(1),storageFormIs
574,4,increasesChanceOfPolycysticOvarianSyndromeIn(2) theRiskOfHavingABabyWithDownSyndromeIs(1) riskOfHavingABabyWithDownSyndromeIs(1),riskOfHavingABabyWithDownSyndromeIs
575,9,theSalivaryPhIs(1) toCarryInTheToothTo(1) phillipsScienceOfDentalMaterials12thEd(1) isTheMostLikelyToothToBeDisplacedDueTo(1) occurredIn4OfMandibularFirstMolarsOf(1) drawsTheMouthTo(1) avulsedToothToDehydrate(1) primaryTooth(1) swallows(1),primaryTooth
576,9,isAtAsHighAs7RiskToDevelop(1) increasesRiskOfDeveloping(1) increasesTheRiskOfDeveloping(1) failsToDevelopOrResorbs(1) shallBeSupportedToDevelop(1) increasePotentialForDevelopmentOf(1) areMoreLikelyToDevelop(1) areAtGreatestRiskOfDeveloping(1) haveRisksOfDeveloping(1),increasesTheRiskOfDeveloping
577,6,servesAs(4) serveAs(1) servedAs(1),servesAs
578,3,suspect(2) pursue(1),pursue
579,8,enter(6) begin(1) terminate(1),begin
580,16,isUnsuitableFor(3) triesToCompensateFor(1) isAdequateFor(1) areDesirableToWithstand(1) isNotDesirableInto(1) compensateFor(1) areTypicalFor(1) isSuitableFor(1) isAdaptedFor(1) allowsFor(1) isNotAvailableFor(1) isTooImmatureFor(1) isNotSuitableFor(1) cannotBeUtilizedFor(1),isNotSuitableFor
581,7,dividesInto(3) dividesTo(2) dividesTongueInto(1) dividesAt(1),dividesTo
582,14,makes(9) make(2) makesWorse(1) keepsMaking(1) makesWith(1),makesWith
583,4,areProtectiveAgainstIllnessIn(3) areAPreventiveTherapyAgainst(1),areProtectiveAgainstIllnessIn
584,10,hasFeatures(10),hasFeatures
585,8,wouldBe(8),wouldBe
586,3,doesNotReverse(1) canReverse(1) helpReverse(1),canReverse
587,8,areIn(5) areInSequence(1) areRareIn(1) areMainlyIn(1),areIn
588,6,on(6),on
589,2,paralyses(2),paralyses
590,6,isConnectedTo(4) gettingAdheredInto(1) isNotConnectedDirectlyBy(1),isConnectedTo
591,6,wereCollectedFrom(1) dataCollectedFor(1) generationReflectsActivityOf(1) isReflectedBy(1) mayReflect(1) areReflectedBy(1),areReflectedBy
592,5,slides(2) hides(1) page(1) wearing(1),hides
593,8,growsOn(3) growingOn(2) showedGrowthOn(1) growOn(1) eG(1),growOn
594,20,isLessThan(5) isProbablyLessThan(1) isLowerThan(1) isSimplerThan(1) resultsInLessPostoperativePainThan(1) isLessIn(1) isLessThan014In(1) causesLess(1) isLessNeurotoxicThan(1) isLessPotentThan(1) isLessPronouncedIn(1) areUsuallyLessSeverelyAffectedThan(1) decreaseToLessThan50By(1) isLessInvasiveThan(1) lessThan(1) areLess(1),isProbablyLessThan
595,11,obtained(2) applied(2) removed(1) passed(1) approved(1) concluded(1) won(1) gotNobelPrizeFor(1) obtainedFrom(1),obtained
596,17,presentWith(12) usuallyPresentWith(1) presentAt(1) presentSince(1) presentedIn(1) isPresentingWith(1),presentAt
597,8,lastsFor(3) isTheLigandFor(1) lastFor(1) liquefiesTo(1) hasVeigoThatLastsFor(1) lasts(1),lastsFor
598,5,spurs(1) spreadsThroughout(1) canBeStretchedBy(1) spreadsTo(1) spreadsBy(1),spreadsTo
599,2,hasSimilarBiologicActivityTo(2),hasSimilarBiologicActivityTo
600,3,lowers(3),lowers
601,5,says(5),says
602,3,at(3),at
603,41,isUsedTo(12) isUsed(7) isExposedTo(4) isUsedOn(3) areUsed(2) isUsedToWiden(1) isRubbedOnto(1) isUsedOver(1) isUsedToElicit(1) isToUse(1) isUsedToDenote(1) isUsedToMove(1) isUsedToSee(1) isUsedToRecord(1) areUsedToPlace(1) isUsedToMake(1) usedToAssess(1) isUsedToModel(1),isUsedTo
604,5,reactTo(2) actByEnhancing(1) reactWith(1) reactBy(1),reactBy
605,11,isAttributedTo(6) attributedTo(2) isAppliedTo(2) areOftenAttributedTo(1),isAttributedTo
606,2,no(2),no
607,7,isGivenToCover(2) isCoveredWith(1) shouldBeCoveredBy(1) coverWith(1) shouldBeCoveredWith(1) isCoveredUnder(1),isCoveredWith
608,33,isMostCommonlySeenIn(6) occurMostCommonlyOn(3) areMostCommonlyDueTo(2) areSeenMoreCommonlyIn(2) isMostCommonlyDueTo(2) occursMostCommonlyOn(2) areMostCommonlyCausedBy(1) areMostCommonlyInvolved(1) isMostCommonlyUsedToRetract(1) mostCommonlyCauses(1) isTheMostCommonlyUsedSiteIn(1) isTheBestSiteMostCommonlyUsedFor(1) areMostCommonlyEngulfedBy(1) isSeenMostCommonlyIn(1) isMostCommonlyInvolvedIn(1) isLeastCommonlyInvolvedIn(1) isLeastCommonlyAssociatedWith(1) isMostCommonlySeenAffecting(1) occursMostCommonlyAt(1) mostCommonlyOccursDistalTo(1) areCommonlyFoundAt(1) isMostCommonlySeenWith(1),isMostCommonlyInvolvedIn
609,4,isInheritedAs(3) inheritedIn(1),inheritedIn
610,14,shouldBeAvoidedIn(3) isAvoidedIn(2) isUsedToAvoid(1) willAvoid(1) shouldNotBeUsedInIndividualsWhoSmokeAnd(1) shouldBeAdvisedToSeek(1) shouldBeCleanedWith(1) shouldNotUse(1) areForAvoiding(1) shouldBeTakenToAvoid(1) shouldNotBeEmployedIn(1),shouldBeTakenToAvoid
611,3,appliesTo(2) adheresTo(1),appliesTo
612,6,isTermed(2) areTermedAs(1) beganToBleed(1) isCooledTo(1) isTermedAs(1),isTermedAs
613,27,isRemovedBy(3) isRemovedAs(2) isRemovedWith(1) isRemovedAndPreserved(1) isASurgicalTechniqueRemoving(1) willRemove(1) thenRemove(1) wasUnsuccessfulInRemoving(1) triedToRemove(1) couldNotRemove(1) areGenerallyRemovedWhen(1) isEasierToRemove(1) shouldBeRemovedWithin(1) hasBeenAccidentallyRemovedDuring(1) isRemovedFrom(1) isToRemove(1) isTakenToCompletelyRemove(1) canRemove(1) isRemovedUsing(1) mayBeRemovedAndOrReplacedFor(1) isRemovedIn(1) isNecessaryToRemove(1) wasRemovedAfter(1) shouldBeRemovedBy(1),isRemovedFrom
614,7,hasRadiologicalFeature(5) isSeenInRadiographicFeaturesOf(1) detailedRadiologicalInvestigations(1),hasRadiologicalFeature
615,12,isMadeUpOf(3) isIdealBecauseOf(2) makeUp(2) isMadeOf(1) isMadeUpTo(1) isBelievedToBeFreeOf(1) areMadeOf(1) providesEvidenceOf(1),isMadeUpOf
616,11,shouldBeStarted(2) shouldBeStartedAt(2) startResorbingAt(1) beginBefore(1) shouldBeStartedIn(1) shouldBeginCprWith(1) startsWalkingWithoutSupportDuring(1) shouldStart(1) shouldBeStartedWithin(1),shouldBeStartedAt
617,7,hasLowAffinityFor(2) cannotAfford(1) hasAnAffinityFor(1) hasAPredilectionFor(1) isHighestInBindingAffinityTo(1) haveGreatestAffinityTo(1),hasAnAffinityFor
618,11,isReleasedFrom(3) isReleasedBy(1) isReleasedDuring(1) areReleased(1) areReleasedFrom(1) enhancesReleaseOf(1) ruptureAndRelease(1) isReleasedInto(1) isReleasedInVesselsFrom(1),areReleasedFrom
619,11,isLowIn(4) isLowerIn(2) isGenerallyLower(1) wasMinimal(1) wereLowerIn(1) isLowInCaseOf(1) lower(1),isLowerIn
620,3,haveRarelyIfEver(1) isSeldom(1) isUnlikelyToHave(1),haveRarelyIfEver
621,22,isGivenBy(4) isObtainedFrom(3) isShownBy(2) isStudiedAmong(2) isRelievedBy(1) isObtainedWith(1) areObtainedBy(1) areElicitedBy(1) isElicitedBy(1) isRecordedFor(1) isSetBy(1) areGivenBy(1) cannotBeGivenBy(1) isSpecifiedBy(1) isObtainedBy(1),isObtainedBy
622,7,areMixedWith(2) isMixedWith(1) areMixedIn(1) mingleWith(1) isOfMixedOrigin(1) shouldBePrecededOrMixedWith(1),isMixedWith
623,10,isReservedFor(2) isNotPostedAt(1) isDesignedToResist(1) isRetained(1) areExemptedFrom(1) isNotRelievedFor(1) isResistedBy(1) isNotRespondingAfterUndergoing(1) initialResponseToAnyInsultIs(1),isReservedFor
624,26,occursDuring(10) occursWith(3) occursWithin(2) occursAlong(2) occursBecauseOf(1) occurredDuring(1) occurDuring(1) occursBetween(1) occursDespite(1) occurringFrom(1) occurOver(1) occursThroughout(1) occurWithin(1),occurDuring
625,5,enhances(4) encourages(1),enhances
626,4,contracts(3) contractsAndElevates(1),contracts
627,9,areAbsorbedIn(5) areAbsorbedInto(1) hasCapacityToAbsorb(1) isNeededToAbsorb(1) isRapidlyAbsorbedFrom(1),areAbsorbedInto
628,7,interpretedAs(7),interpretedAs
629,13,concentrationUsed(1) hasLessExperienceOf(1) givesTheProbabilityOf(1) areChancesOf(1) hasChancesOfRecurrenceAfter(1) hasHighConcentrationOf(1) increasesChanceOf(1) hasCommonChances(1) hasHighChanceOf(1) hasLessChanceOf(1) leadsToHighestChanceOf(1) haveIncidenceOf(1) atAFinalConcentrationOf(1),hasHighChanceOf
630,7,doesNotProlong(2) hasLength(1) hasNotAdequatelyEliminated(1) shouldLastNoLongerThan(1) delay(1) isProlongedIn(1),doesNotProlong
631,5,hasShelfLifeOf(4) hasAHalfLifeOf(1),hasShelfLifeOf
632,9,shouldBePrescribedTo(2) wasPrescribed(2) isPrescribedFor(1) canBePrescribedTo(1) isNeuroprotectiveFor(1) isTheMedicationToBeUsedIn(1) arePresumed(1),canBePrescribedTo
633,9,isRelatedAnteriorlyTo(4) isRelatedPosteriorlyTo(2) isMmCoronalTo(1) arePerpendicularTo(1) areConsideredHomologousTo(1),isRelatedAnteriorlyTo
634,9,tendsToTarget(2) tendsToDiminishWith(1) auriculotemporalNerve(1) haveATendencyTo(1) hasATendencyTo(1) tendToHave(1) haveTendencyTo(1) doNotHaveTendencyTo(1),haveTendencyTo
635,6,mayBeDischargedFrom(2) willBeClearFrom(1) wasDischargedOn(1) mayBeDischarged(1) mayBeRepeated(1),mayBeDischarged
636,12,persistIn(3) remainsIn(1) cannotSurviveIn(1) hasThePowerToStay(1) concentrateRemainIn(1) willHaveLongestSurvivalIn(1) areRetainedIn(1) persistsIn(1) delaysIn(1) persistDespite(1),persistsIn
637,7,conductedBy(5) blocksConductanceOf(1) conducted(1),conductedBy
638,5,caused(3) causing(2),causing
639,11,isReplacedBy(2) hasReplaced(1) canBeReplacedWith(1) causesReplacementOf(1) shouldNotSubstituteFor(1) shouldBeGivenToReplace(1) isBestToReplace(1) shouldBeSubstitutedBy(1) isReplacedWith(1) replacedWith(1),isReplacedWith
640,23,shouldBeAbleTo(3) isUnableTo(2) isNotDetectableIn(1) isPalpableAt(1) isNotDetectable(1) isImpermeableTo(1) cannotBeGivenTo(1) isNotComplete(1) cannotEnsure(1) ensuresAccessTo(1) isApplicableIn(1) isCapableOf(1) areCapableOf(1) isSufficientToReach(1) isAdvisableIn(1) isBoundTo(1) isAnExceptionTo(1) willNotBeAbleTo(1) isNotReliableIn(1) isApplicableTo(1),isUnableTo
641,4,isADimensionOf(3) isADisorderOf(1),isADisorderOf
642,7,exceeds(3) exceed(1) canExceed(1) shouldNotExceed(1) shouldExceed(1),exceed
643,15,isExplainedIn(4) isExaggeratedIn(2) mustBeExplainedIn(2) isExplainedBy(2) explainedBy(1) isAnExplanationFor(1) explainsTo(1) isGraphedAndAnalysisIncludes(1) isExplainedAs(1),isExplainedIn
644,12,isLike(5) canManifestLike(3) isShapedLike(1) looksLike(1) smelledLike(1) actLike(1),looksLike
645,8,stabilizes(4) lengthens(1) shrinks(1) remainStable(1) isUsedToStabilize(1),stabilizes
646,9,administeredAt(3) administeredAs(2) administeredBefore(1) administeredToPatientsWhoHaveHadAnEpisodeOf(1) administeredPreoperativelyTo(1) administeredTo(1),administeredTo
647,10,sensitivityTo(1) isExtremelySensitiveAtDetecting(1) isLeastSensitiveTo(1) isTheMostSensitiveTestToAssess(1) isHypersensitiveTo(1) isSensitiveTo(1) isMostSensitiveButUnsafeIn(1) takesSensoryInformationTo(1) showCrossSensitivityWith(1) isNotAsSensitiveAs(1),isSensitiveTo
648,10,wasDiagnosedToHave(4) isDiagnosedToHave(3) wasDiagnosedWith(2) diagnosedToHave(1),wasDiagnosedToHave
649,7,crosses(4) doesNotCross(2) crossesOver(1),crossesOver
650,11,oneFourthOfTotalNumberOfPatientsPresent(1) isPresentInOver75OfPatientsWith(1) 1stStepWhenPatientReportsToEmergencyRoom(1) percentageInPatientsWith(1) canNotBeDoneAsPatientIsSufferingFrom(1) occursLessFrequentlyInPatientsWith(1) isVeryRareInPatientsOf(1) occursMoreFrequentlyInPatientsWith(1) shouldGiveThePatients(1) isDoneBothInPatientsWith(1) occursInPatientsWith(1),isPresentInOver75OfPatientsWith
651,7,playAnImportantRoleIn(3) playAPrimaryRoleIn(2) playRoleIn(1) playsAMajorRoleIn(1),playAPrimaryRoleIn
652,3,hasDoseRelatedSideEffect(2) has2PrimaryDoses(1),hasDoseRelatedSideEffect
653,10,dividedBy(2) isDividedInto(2) isEasierWithRetractionOrSuitableDivisionOf(1) canBeDividedIn(1) isDividedFrom(1) isDividedFromSubmandibularSpaceBy(1) isDoubled(1) areDividedInto(1),canBeDividedIn
654,4,sensitizes(2) sensitize(2),sensitizes
655,13,isImplicatedIn(5) isAppliedToConditionsWith(2) implicatedIn(1) hasBeenImplicatedIn(1) haveBeenImplicatedIn(1) isImplicatedInCausing(1) isProvidedIn(1) hasToGetTheChildMedicallyExaminedIn(1),isImplicatedIn
656,5,canBeFeileWith(2) areLabileTo(1) arePulledAndHeldFirmly(1) isAbilityOfTubeToEquilibrate(1),canBeFeileWith
657,2,turns(2),turns
658,6,areNot(3) areNotAt(1) areNoted(1) areNotAll(1),areNot
659,4,patientsMake(1) inPatientsWith(1) developsInPatientsWith(1) fitsThePatientInto(1),inPatientsWith
660,8,occurs(8),occurs
661,9,wasHospitalizedIn(2) wasHospitalizedFor(1) forTreatmentOfCardiacArrest(1) areResuscitatedFrom(1) wasIncoherentAndSuffered(1) isHospitalisedWith(1) comesToYourClinicAt(1) isAdmittedToHospitalFor(1),wasHospitalizedFor
662,16,isReferencedBy(6) isReferencedFor(4) referencedBy(2) referencedOn(2) isReferencedAt(1) shouldBeConsideredForReferralIf(1),isReferencedBy
663,13,canBePerformedUpTo(2) canPerform(2) canBeGivenUpTo(2) isUpTo(1) canClimbDownstairsWith(1) canClimbUpstairsWith(1) buildsUpIn(1) hasToLiftUp(1) canWalkUpstairs(1) upTo(1),canBePerformedUpTo
664,9,quantifies(2) amplify(1) canAmplify(1) rectifies(1) amplifies(1) accomplish(1) isAmplifiedFrom(1) isUsedToAmplify(1),amplifies
665,2,canSpreadCentrallyAndStimulate(1) canSpreadCentrallyActOn(1),canSpreadCentrallyAndStimulate
666,11,express(11),express
667,19,isGiven(7) isGivenWith(2) givenIs(1) areGivenWhen(1) isGivenWhen(1) isGivenAs(1) isGiving(1) isNoted(1) hasGiven(1) isGivenEvery(1) areGivenIf(1) isGivenFor(1),isGivenAs
668,8,variesFrom(2) variesWith(2) chelatesWith(1) cleanWith(1) valproateWith(1) theVirusStaysInTheBabySBody(1),variesWith
669,19,wasManagedWith(2) shouldBeInitiallyManagedBy(2) isManagedWith(2) isManagedBy(2) isModifiedBy(2) needsToBeManagedWith(1) isMaintainedBy(1) shouldBeManagedBy(1) wereManagedBy(1) areManaged(1) canBeBestManagedBy(1) isMaintainedPrimarilyBy(1) arePermeatedBy(1) managedWith(1),isManagedBy
670,10,with(5) and(1) togetherWith(1) alongWith(1) againWith(1) withWater(1),togetherWith
671,4,hasMean(2) hasAnAverage(1) hasMeanAxis(1),hasMean
672,8,shareOfExpenditureOnMedicalCareIs(2) aimsAtImprovingQualityOfCareIn(2) bestImmediateManagementIs(1) isDevelopedToImproveTheCareOf(1) hasTheGreatestAdvantageOverSurgeryIn(1) aimsToReduceMortalityMorbidityDueTo(1),aimsAtImprovingQualityOfCareIn
673,7,reverses(2) isOpposite(1) bindIrreversiblyTo(1) bindReversiblyTo(1) reversedWith(1) isEffectiveAtReversing(1),reversedWith
674,8,migrateTowards(1) migrateAborallyAtARateOf(1) migratesTo(1) migrateTo(1) translocatesTo(1) travelFrom(1) travelTo(1) migratesTheLeastDuring(1),migratesTo
675,7,were(7),were
676,11,confirmatoryTestIsDoneFor(2) testingNotDoneFor(1) canBeUsedForTesting(1) canBeUsedToTest(1) areTestedIn(1) examineAfterCleaningWith(1) isConfirmatoryTestFor(1) isUsedInTestingFor(1) hasGotHerHivTestingDone(1) tested(1),canBeUsedForTesting
677,3,helpsInTransportOfIron(2) hasHigherIronContentThan(1),hasHigherIronContentThan
678,7,isAbout(3) about(1) isSureAbout(1) hintAbout(1) bringsAbout(1),hintAbout
679,18,isIntroducedDuring(3) isAppliedDuring(2) mayBeContinuedButNotUsuallyInitiatedIn(2) isReachedThroughout(1) isUpdatedOn(1) onSkinIsCalled(1) hasBeenNotedDuring(1) isNotTurnedInto(1) isNotTakingInterestIn(1) isUsedForSamplingDuring(1) isCollapsedThenItIsSignifying(1) isNotedWhen(1) receivesImpulseWhen(1) isInImmediateContactWith(1),isIntroducedDuring
680,4,approximates(2) areApproximately(1) isApproximately(1),isApproximately
681,10,isBeingEvaluatedAs(4) evaluate(1) shouldBeEvaluated(1) evaluated(1) presentedForEvaluationOf(1) areUsedToEvaluate(1) evaluates(1),shouldBeEvaluated
682,4,wouldBeTheBestTestToEvaluate(1) wouldBeTheBestTestFor(1) isTheBestTestToDetect(1) experimentsWith(1),wouldBeTheBestTestFor
683,4,isTryingToHarm(1) areTryingToHarm(1) willBeHarmfulIn(1) mayBeHarmfulTo(1),isTryingToHarm
684,14,isATypeOf(11) isATypeOfFiberIn(1) isTypicalOf(1) isOfType(1),isOfType
685,7,isReferenceFor(4) hasReference(2) providesReferenceFor(1),isReferenceFor
686,12,causedBy(12),causedBy
687,7,treatedWith(5) treatedHerWith(1) treatedUsing(1),treatedWith
688,10,mayBeAssociatedWith(6) mayBeRelatedTo(2) mayBeAsHighAs(1) mayBeAttained(1),mayBeAssociatedWith
689,6,given(4) givenAt(1) givenTo(1),givenTo
690,23,comesUnder(3) isPunishableUnder(2) letsDown(1) risesFrom(1) remainsBelow(1) handsOver(1) fellOn(1) undergoesThinningAt(1) stainingOf(1) hadBurst(1) beingHousedIn(1) isGuiltyUnder(1) descendsBehind(1) wasUndergoing(1) stompOn(1) risesAbove(1) isUnderTheUmbrellaOf(1) placesOneHandUnder(1) droppedFrom(1) staplesBelow(1),comesUnder
691,8,canStimulate(2) actsByStimulating(2) bestSimulates(1) relayStimuliFrom(1) canManipulate(1) articulatesWith(1),canStimulate
692,8,willPromote(3) promote(2) encourage(1) recruit(1) isPromoted(1),promote
693,4,isMoreRadiosensitiveThan(3) isMostRadiosensitiveIn(1),isMostRadiosensitiveIn
694,4,isACutOffValueFor(3) switchOffTranscriptionOf(1),isACutOffValueFor
695,4,awarded(2) lasted(1) awardedIn(1),awarded
696,10,needsToBeScreenedFor(3) shouldBeScreenedFor(2) shouldBeScreenedWith(1) shouldBeSuctionedFor(1) shouldBeSentFor(1) shouldBeCarefullyWipedWith(1) shouldBeWashedAndSentFor(1),shouldBeScreenedFor
697,6,transmitsSignalsTo(3) transmitNociceptiveSignalsPrimarilyVia(2) transmitNociceptiveSignalsTo(1),transmitNociceptiveSignalsTo
698,5,hasHistology(4) histologicallyResembles(1),histologicallyResembles
699,5,increasesAtIntervalsOf(2) reappearAfterIntervalsOf(1) increaseUntil(1) decreasesAfterEntryInto(1),increasesAtIntervalsOf
700,12,isAtRateOf(2) hasLowerFpRateIn(1) isApproximatelyTwiceAsFastSensitiveAs(1) actsAtLowInfusionRatesOf(1) hasWaterFlowRate(1) haveASpeedOfConductionOf(1) speedUp(1) accelerates(1) recommendsRotationalSpeedFor(1) doNotAccelerate(1) acceleratesTheRateAtWhich(1),acceleratesTheRateAtWhich
701,10,comparedTo(3) accordingTo(2) competesFor(1) competesWith(1) compared(1) compares(1) comparedBy(1),comparedTo
702,4,crosslinkToForm(2) covalentlyCrossLinks(1) joinToForm(1),crosslinkToForm
703,26,isNeededFor(3) areGivenFor(2) isNeeded(2) isAskedToWalkFor(1) areIntendedFor(1) isAskedToWear(1) needsToBeCounseledFor(1) hasNeedFor(1) isNeededIn(1) needToDo(1) suggestsNeedFor(1) isNoNeedFor(1) isIdealFor(1) isPostedFor(1) areAvailableFor(1) areAfebrileFor(1) areNeededFor(1) advocatedFor(1) isNeededBy(1) containsForaminaFor(1) areLabeledFor(1) areHomozygousFor(1),areNeededFor
704,7,onsetOfActionIs(2) hasRapidOnsetOfActionIn(1) hasPrincipalCentralActionOn(1) hasNoActionOn(1) actsRapidlyWhenGiven(1) hasAntiemeticActionDueTo(1),hasRapidOnsetOfActionIn
705,5,wantsToFindOut(2) asked(1) wantToKnow(1) tryToFindOut(1),wantsToFindOut
706,9,isRepresentedBy(5) isRepresentedAs(1) areOverrepresentedIn(1) isBestRepresentedBy(1) areDistinguishedBy(1),isRepresentedBy
